Plant Name,Growth,Soil,Sunlight,Watering,Fertilizing Type,ImageURL,Scientific Name,Genus,Family,Information,Watering tips,Soil Tips,Pruning Tips
Yarrow,moderate,sandy,full sunlight,Water when soil is dry,Balanced,https://images.unsplash.com/photo-1683103997171-1b3d2c863239?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxZYXJyb3clMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTI5MzN8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Aster,moderate,well-drained,full sunlight,Regular Watering,Organic,https://images.unsplash.com/photo-1440749395129-76b2ae3df520?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxBc3RlciUyMHBsYW50fGVufDB8fHx8MTc0NDU1MjkzNXww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Feverfew,moderate,sandy,full sunlight,Water weekly,Balanced,https://images.unsplash.com/photo-1501004318641-b39e6451bec6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxGZXZlcmZldyUyMHBsYW50fGVufDB8fHx8MTc0NDU1MjkzN3ww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Rudbeckia,moderate,sandy,full sunlight,Water weekly,Organic,https://images.unsplash.com/photo-1592246478888-96641a21c8ee?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxSdWRiZWNraWElMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTI5Mzl8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Shasta Daisy,moderate,sandy,full sunlight,Regular Watering,Organic,https://images.unsplash.com/photo-1600563127705-40b0f6f0d212?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxTaGFzdGElMjBEYWlzeSUyMHBsYW50fGVufDB8fHx8MTc0NDU1Mjk0MXww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Echinacea,slow,sandy,full sunlight,Water weekly,Organic,https://images.unsplash.com/photo-1647444301972-4e51822d62f1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxFY2hpbmFjZWElMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTI5NDN8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Periwinkle,fast,well-drained,partial sunlight,Regular Watering,Organic,https://images.unsplash.com/photo-1620031617260-17c8e579775f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxQZXJpd2lua2xlJTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTU1OTg2fDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Calendula,fast,well-drained,full sunlight,Water weekly,Balanced,https://images.unsplash.com/photo-1492693429561-1c283eb1b2e8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxDYWxlbmR1bGElMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTI4MTd8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Marigold,fast,sandy,full sunlight,Water when soil is dry,Organic,https://images.unsplash.com/photo-1656427975461-b40d292a58f5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxNYXJpZ29sZCUyMHBsYW50fGVufDB8fHx8MTc0NDU1MjU3MHww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Candytuft,moderate,sandy,full sunlight,Regular Watering,Low-nitrogen,https://images.unsplash.com/photo-1743034876170-2691c5edd1c2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxDYW5keXR1ZnQlMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTY1MDh8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Blanket Flower,moderate,sandy,full sunlight,Water when soil is dry,Organic,https://images.unsplash.com/photo-1624396593470-a4a06f5d1947?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxCbGFua2V0JTIwRmxvd2VyJTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTU2MDA3fDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Alyssum,fast,well-drained,full sunlight,Water weekly,Organic,https://images.unsplash.com/photo-1648707755019-fcaab68cd988?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxBbHlzc3VtJTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTU1OTc5fDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Sweet Alyssum,moderate,sandy,full sunlight,Keep soil moist,Balanced,https://images.unsplash.com/photo-1501004318641-b39e6451bec6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxTd2VldCUyMEFseXNzdW0lMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTU5OTB8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Hosta,slow,well-drained,partial sunlight,Keep soil moist,Low-nitrogen,https://images.unsplash.com/photo-1717248802449-4f6c76f39c93?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxIb3N0YSUyMHBsYW50fGVufDB8fHx8MTc0NDU1NTk3MXww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Ice Plant,fast,sandy,full sunlight,Water when soil is dry,Low-nitrogen,https://images.unsplash.com/photo-1516655802732-dc776050098b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxJY2UlMjBQbGFudCUyMHBsYW50fGVufDB8fHx8MTc0NDU1NjUxNXww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Sedum,slow,sandy,full sunlight,Water when soil is dry,Organic,https://images.unsplash.com/photo-1674088913580-d78216048855?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxTZWR1bSUyMHBsYW50fGVufDB8fHx8MTc0NDU1NTk5OHww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Neem Tree,fast,sandy,full sunlight,Let soil dry between watering,Organic,https://images.unsplash.com/photo-1502082553048-f009c37129b9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxOZWVtJTIwVHJlZSUyMHBsYW50fGVufDB8fHx8MTc0NDU1NjUxOXww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Peepal Tree (Bodhi Tree),moderate,loamy,partial sunlight,"Regular, well-drained soil",Organic,https://images.unsplash.com/photo-1483794344563-d27a8d18014e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxQZWVwYWwlMjBUcmVlJTIwJTI4Qm9kaGklMjBUcmVlJTI5JTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTU2NTIxfDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Banyan Tree (Bargad),slow,well-drained,full sunlight,"Regular, well-drained soil",Low-nitrogen,https://images.unsplash.com/photo-1483794344563-d27a8d18014e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxCYW55YW4lMjBUcmVlJTIwJTI4QmFyZ2FkJTI5JTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTU2NTIzfDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Kikar Tree (Acacia),moderate,sandy,full sunlight,Let soil dry between watering,Organic,https://images.unsplash.com/photo-1483794344563-d27a8d18014e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxLaWthciUyMFRyZWUlMjAlMjhBY2FjaWElMjklMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTY1MjV8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Sheesham Tree,fast,loamy,full sunlight,Let soil dry between watering,Organic,https://images.unsplash.com/photo-1483794344563-d27a8d18014e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxTaGVlc2hhbSUyMFRyZWUlMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTY1Mjd8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Gul Mohar (Flame Tree),moderate,sandy,full sunlight,"Regular, moist soil",Organic,https://images.unsplash.com/photo-1483794344563-d27a8d18014e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxHdWwlMjBNb2hhciUyMCUyOEZsYW1lJTIwVHJlZSUyOSUyMHBsYW50fGVufDB8fHx8MTc0NDU1NjUyOXww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Amaltas (Golden Shower),moderate,sandy,full sunlight,Water when soil is dry,Low-nitrogen,https://images.unsplash.com/photo-1501004318641-b39e6451bec6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxBbWFsdGFzJTIwJTI4R29sZGVuJTIwU2hvd2VyJTI5JTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTU2NTMxfDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Date Palm (Khajoor),moderate,sandy,full sunlight,Water when soil is dry,Organic,https://images.unsplash.com/photo-1501004318641-b39e6451bec6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxEYXRlJTIwUGFsbSUyMCUyOEtoYWpvb3IlMjklMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTY1MzN8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Eucalyptus,fast,sandy,full sunlight,Water when soil feels dry,Organic,https://images.unsplash.com/photo-1515877717189-fe435f7b59aa?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxFdWNhbHlwdHVzJTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTU1OTU1fDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Ber Tree (Indian Jujube),moderate,sandy,full sunlight,Water when soil feels dry,Organic,https://images.unsplash.com/photo-1483794344563-d27a8d18014e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxCZXIlMjBUcmVlJTIwJTI4SW5kaWFuJTIwSnVqdWJlJTI5JTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTU2NTM2fDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Ageratum,fast,loamy,partial sunlight,"Regular, moist soil",Balanced,https://images.unsplash.com/photo-1701441006531-7cb82256c3f3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxBZ2VyYXR1bSUyMHBsYW50fGVufDB8fHx8MTc0NDU1Mjg0MHww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Beggonia (Outdoor),moderate,well-drained,full sunlight,"Regular, moist soil",Organic,https://images.unsplash.com/photo-1501004318641-b39e6451bec6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxCZWdnb25pYSUyMCUyOE91dGRvb3IlMjklMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTY1Mzh8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Cineraria,moderate,well-drained,partial sunlight,"Regular, moist soil",Balanced,https://images.unsplash.com/photo-1602269487540-98c176d95b21?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxDaW5lcmFyaWElMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTI4NzF8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Gazania,fast,sandy,full sunlight,Water when soil feels dry,Balanced,https://images.unsplash.com/photo-1590209554158-b586d137f923?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxHYXphbmlhJTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTUyODc3fDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Heliotrope,moderate,loamy,partial sunlight,Let soil dry between watering,Balanced,https://images.unsplash.com/photo-1676628035607-55b81c5bd997?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxIZWxpb3Ryb3BlJTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTUyODczfDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Poppy,moderate,sandy,full sunlight,"Regular, well-drained soil",Low-nitrogen,https://images.unsplash.com/photo-1683037204899-d11a9f23af28?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxQb3BweSUyMHBsYW50fGVufDB8fHx8MTc0NDU1Mjg5Mnww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Tuberose,moderate,well-drained,full sunlight,"Regular, moist soil",Organic,https://images.unsplash.com/photo-1620031617260-17c8e579775f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxUdWJlcm9zZSUyMHBsYW50fGVufDB8fHx8MTc0NDU1Mjg3NXww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Viola,moderate,well-drained,partial sunlight,"Regular, moist soil",Balanced,https://images.unsplash.com/photo-1518963534257-f901d4d46f59?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxWaW9sYSUyMHBsYW50fGVufDB8fHx8MTc0NDU1MjkwMXww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Amaryllis,fast,loamy,full sunlight,Water when soil is dry,Balanced,https://images.unsplash.com/photo-1670680213573-27a8e87c2620?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxBbWFyeWxsaXMlMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTI4OTR8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Salvia,fast,sandy,full sunlight,"Regular, well-drained soil",Organic,https://images.unsplash.com/photo-1521206698660-5e077ff6f9c8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxTYWx2aWElMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTI4ODh8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Camellia,moderate,acidic,full sunlight,"Regular, moist soil",Balanced,https://images.unsplash.com/photo-1504204267155-aaad8e81290d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxDYW1lbGxpYSUyMHBsYW50fGVufDB8fHx8MTc0NDU1NTkzOHww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Bromeliad,moderate,well-drained,indirect sunlight,Water when soil is dry,Organic,https://images.unsplash.com/photo-1633975531272-23c7c0848090?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxCcm9tZWxpYWQlMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTU5NjN8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Chrysanthemum (Outdoor),fast,loamy,full sunlight,"Regular, moist soil",Balanced,https://images.unsplash.com/photo-1690510074799-0f11abf62711?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxDaHJ5c2FudGhlbXVtJTIwJTI4T3V0ZG9vciUyOSUyMHBsYW50fGVufDB8fHx8MTc0NDU1NjU0M3ww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Coleus,moderate,acidic,full sunlight,"Regular, moist soil",Organic,https://images.unsplash.com/photo-1641100710199-7f841ee78d44?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxDb2xldXMlMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTI4ODF8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Tarragon,moderate,sandy,full sunlight,Water when topsoil is dry,Balanced,https://images.unsplash.com/photo-1726924244606-0df8fac5dd78?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxUYXJyYWdvbiUyMHBsYW50fGVufDB8fHx8MTc0NDU1NjAxOXww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Fuchsia,moderate,acidic,partial sunlight,"Regular, moist soil",Organic,https://images.unsplash.com/photo-1620031617260-17c8e579775f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxGdWNoc2lhJTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTUyODI2fDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Japanese Maple,slow,acidic,partial sunlight,Keep soil consistently moist,Balanced,https://images.unsplash.com/photo-1514064019862-23e2a332a6a6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxKYXBhbmVzZSUyME1hcGxlJTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTU2NTQ2fDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Echinacea,fast,loamy,full sunlight,Keep soil consistently moist,Balanced,https://images.unsplash.com/photo-1647444301972-4e51822d62f1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxFY2hpbmFjZWElMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTI5NDN8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Euphorbia,fast,sandy,full sunlight,Water when soil is dry,Organic,https://images.unsplash.com/photo-1606385016133-00f8603cb840?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxFdXBob3JiaWElMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTY1NDh8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Phlox,moderate,well-drained,full sunlight,"Regular, well-drained soil",Balanced,https://images.unsplash.com/photo-1717641166153-05e25014563d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxQaGxveCUyMHBsYW50fGVufDB8fHx8MTc0NDU1Mjg5MHww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Zinnia,fast,acidic,full sunlight,"Regular, well-drained soil",Organic,https://images.unsplash.com/photo-1516205651411-aef33a44f7c2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxaaW5uaWElMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTI1NzJ8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Alyssum,moderate,well-drained,partial sunlight,"Regular, moist soil",Organic,https://images.unsplash.com/photo-1648707755019-fcaab68cd988?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxBbHlzc3VtJTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTU1OTc5fDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Hibiscus,fast,loamy,full sunlight,"Regular, well-drained soil",Balanced,https://images.unsplash.com/photo-1702157876330-09ea86f206b0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxIaWJpc2N1cyUyMHBsYW50fGVufDB8fHx8MTc0NDU1MjU3NHww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Clematis,moderate,well-drained,partial sunlight,"Regular, well-drained soil",Balanced,https://images.unsplash.com/photo-1620031617260-17c8e579775f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxDbGVtYXRpcyUyMHBsYW50fGVufDB8fHx8MTc0NDU1MjgzNHww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Pansy,moderate,well-drained,full sunlight,"Regular, moist soil",Balanced,https://images.unsplash.com/photo-1626561525678-694828d1c537?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxQYW5zeSUyMHBsYW50fGVufDB8fHx8MTc0NDU1MjU5OXww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Pineapple Sage,fast,loamy,full sunlight,"Regular, moist soil",Balanced,https://images.unsplash.com/photo-1569085751379-8f7871ad3128?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxQaW5lYXBwbGUlMjBTYWdlJTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTU2NTUxfDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Cucumbers,fast,well-drained,full sunlight,"Regular, moist soil",Organic,https://images.unsplash.com/photo-1508910238952-0dfebf373ecf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxDdWN1bWJlcnMlMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTY1NTN8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Maranta (Prayer Plant),moderate,loamy,partial sunlight,"Regular, moist soil",Balanced,https://images.unsplash.com/photo-1501004318641-b39e6451bec6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxNYXJhbnRhJTIwJTI4UHJheWVyJTIwUGxhbnQlMjklMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTY1NTV8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
African Violet,moderate,acidic,indirect sunlight,Water when soil is dry,Balanced,https://images.unsplash.com/photo-1501004318641-b39e6451bec6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxBZnJpY2FuJTIwVmlvbGV0JTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTU2NTA1fDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Kalanchoe,moderate,sandy,full sunlight,Let soil dry between watering,Balanced,https://images.unsplash.com/photo-1609613614317-4c2654096e18?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxLYWxhbmNob2UlMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTY1NTh8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Pilea,moderate,loamy,indirect sunlight,Water when topsoil is dry,Balanced,https://images.unsplash.com/photo-1687810829027-4ccf6fdaa59e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxQaWxlYSUyMHBsYW50fGVufDB8fHx8MTc0NDU1NjU2MHww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Lobelia,fast,well-drained,partial sunlight,"Regular, moist soil",Organic,https://images.unsplash.com/photo-1654661573494-9b7fc89c3a44?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNDJ8MHwxfHNlYXJjaHwxfHxMb2JlbGlhJTIwcGxhbnR8ZW58MHx8fHwxNzQ0NTUyODA2fDA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Hosta,moderate,well-drained,indirect sunlight,"Regular, moist soil",Balanced,https://images.unsplash.com/photo-1717248802449-4f6c76f39c93?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxIb3N0YSUyMHBsYW50fGVufDB8fHx8MTc0NDU1NTk3MXww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Pothos (Golden Pathos),fast,loamy,indirect sunlight,Water when topsoil is dry,Balanced,https://images.unsplash.com/photo-1501004318641-b39e6451bec6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxQb3Rob3MlMjAlMjhHb2xkZW4lMjBQYXRob3MlMjklMjBwbGFudHxlbnwwfHx8fDE3NDQ1NTY1NjN8MA&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
Dracaena,moderate,acidic,partial sunlight,Let soil dry between watering,Balanced,https://images.unsplash.com/photo-1708346040744-b75b6985e337?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3MzczNzN8MHwxfHNlYXJjaHwxfHxEcmFjYWVuYSUyMHBsYW50fGVufDB8fHx8MTc0NDU1NjQ3NXww&ixlib=rb-4.0.3&q=80&w=1080,Error,Error,Error,Error,Error,Error,Error
